English Word	Is Important	Pronunciation	POS Symbol	Part of Speech	Japanese Translation	Origin	Reference Page
slowly	TRUE	[slóuli]	G	Adverb	ゆっくり(と)	73	73
small	TRUE	[smɔːl]	K	Adjective	小さい	1	1
smartphone	FALSE	[smάːrtfòun]	A	Noun	スマートフォン	102	102
smart	TRUE	[smɑːrt]	K	Adjective	頭のよい	1	1
smell	FALSE	[smel]	B	Verb	〜のにおいがする, においをかぐ	53	53
smell	FALSE	[smel]	A	Noun	におい, 香り	39	39
smile	TRUE	[smail]	B	Verb	ほほえむ, にっこり笑う	1	1
smile	TRUE	[smail]	A	Noun	ほほえみ	1	1
smoke	FALSE	[smouk]	A	Noun	煙, スモークに	1	1
snack	TRUE	[snæk]	A	Noun	軽食, スナック菓子	1	1
sneaker	FALSE	[sníːkər]	A	Noun	スニーカー	130	130
snow	TRUE	[snou]	A	Noun	雪	1	1
snow	TRUE	[snou]	B	Verb	雪が降る	1	1
snowboarding	FALSE	[snóubɔ̀ːrdiŋ]	A	Noun	スノーボード (競技)	131	131
snowy	FALSE	[snóui]	K	Adjective	雪の降る, 雪の多い	1	1
so	TRUE	[sou]	G	Adverb	それで, だから	1	1
so	TRUE	[sou]	G	Adverb	それほど, そんなに	111	111
so ~ that ...	FALSE	—	—	—	たいへん〜なので…だ	115	115
so	TRUE	[sou]	G	Adverb	(間をつないで) そう	1	1
so	TRUE	[sou]	G	Adverb	(前の文を受けて) 〜もまたそうである	12	12
soap	FALSE	[soup]	A	Noun	せっけん	1	1
soccer	TRUE	[sάkər]	A	Noun	サッカー	1	1
social	FALSE	[sóuʃəl]	K	Adjective	社会の	1	1
social studies	FALSE	[sóuʃəl stʌ́diz]	A	Noun	社会科	1	1
soft	FALSE	[sɔːft]	K	Adjective	柔らかい, 優しい	33	33
softball	FALSE	[sɔ́ftbɔ̀ːl]	A	Noun	ソフトボール	1	1
soil	FALSE	[sɔil]	A	Noun	土, 土壌	102	102
sold	FALSE	[sould]	B	Verb	(sell の過去形・過去分詞)	1	1
solution	FALSE	[səlúːʃən]	A	Noun	解決策	126	126
solve	FALSE	[sɑlv]	B	Verb	解決する	1	1
some	TRUE	[sʌm]	K	Adjective	いくつかの, いくらかの	1	1
some	TRUE	[sʌm]	E	Pronoun	いくらか, いくつか	1	1
Some ~, others ....	FALSE	—	—	—	〜もいれば, …もいる	36	36
somebody	FALSE	[sʌ́mbὰdi]	E	Pronoun	だれか	1	1
someday	FALSE	[sʌ́mdèi]	G	Adverb	いつか	37	37
something	TRUE	[sʌ́mθiŋ]	E	Pronoun	何か	1	1
sometimes	TRUE	[sʌ́mtàimz]	G	Adverb	ときどき	1	1
somewhere	FALSE	[sʌ́mhwὲər]	G	Adverb	どこかに[へ]	98	98
son	TRUE	[sʌn]	A	Noun	息子	1	1
song	TRUE	[sɔːŋ]	A	Noun	歌	8	8
soon	TRUE	[suːn]	G	Adverb	すぐに, まもなく	1	1
I'm sorry.	FALSE	—	—	—	ごめんなさい	1	1
sorry	TRUE	[sάri]	K	Adjective	気の毒で, ごめんなさい	1	1
sound	TRUE	[saund]	A	Noun	音	1	1
sound	TRUE	[saund]	B	Verb	〜に思われる	15	15
Sounds nice.	FALSE	—	—	—	よさそうですね	15	15
soup	TRUE	[suːp]	A	Noun	スープ	1	1
sour	FALSE	[sáuər]	K	Adjective	すっぱい	79	79
south	TRUE	[sauθ]	A	Noun	南	1	1
South Sudan	FALSE	[sáuθ suːdǽn]	A	Noun	南スーダン	24	24
souvenir	FALSE	[sùːvəníər]	A	Noun	おみやげ (記念品)	88	88
soy sauce	FALSE	[sɔ́i sɔ́ːs]	A	Noun	しょうゆ	1	1
soy sauce-flavored	FALSE	[sɔ́i sɔ́ːs fléivərd]	K	Adjective	しょうゆ味の	1	1
space	TRUE	[speis]	A	Noun	空間, 場所	81	81
space	TRUE	[speis]	A	Noun	宇宙	125	125
spaceship	FALSE	[spéisʃìp]	A	Noun	宇宙船	43	43
spaghetti	FALSE	[spəgéti]	A	Noun	スパゲッティ	1	1
Spain	TRUE	[spein]	A	Noun	スペイン	1	1
sparkling water	FALSE	[spάːrkliŋ wɔ́ːtər]	A	Noun	発泡水	117	117
speak	TRUE	[spiːk]	B	Verb	話す	1	1
special	FALSE	[spéʃəl]	K	Adjective	特別な	11	11
speech	TRUE	[spiːtʃ]	A	Noun	スピーチ, 演説	1	1
spicy	FALSE	[spáisi]	K	Adjective	香辛料のきいた	43	43
spider	FALSE	[spáidər]	A	Noun	クモ	1	1
spinach	FALSE	[spínitʃ]	A	Noun	ホウレンソウ	1	1
spoke	FALSE	[spouk]	B	Verb	(speak の過去形)	42	42
spoken	FALSE	[spóukən]	B	Verb	(speak の過去分詞)	70	70
sponsor	FALSE	[spάnsər]	B	Verb	スポンサーになる	1	1
sport	TRUE	[spɔərt]	A	Noun	スポーツ	1	1
sportsmanship	FALSE	[spɔ́ːrtsmənʃìp]	A	Noun	スポーツマンシップ	25	25
spring	TRUE	[spriŋ]	A	Noun	春	130	130
squirrel	FALSE	[skwə́ːrəl]	A	Noun	リス	86	86
St.	FALSE	[seint]	A	Noun	〜通り (street の略)	1	1
stage	TRUE	[steidʒ]	A	Noun	舞台, ステージ	1	1
staff	FALSE	[stæf]	A	Noun	スタッフ, 職員	1	1
stair	FALSE	[stɛər]	A	Noun	階段	1	1
stand	TRUE	[stænd]	B	Verb	立つ	1	1
stand	TRUE	[stænd]	A	Noun	屋台	108	108
star	TRUE	[stɑːr]	A	Noun	星	1	1
Star Wars	FALSE	[stάːr wɔ́ːrz]	A	Noun	スターウォーズ (映画のタイトル)	1	1
start	TRUE	[stɑːrt]	B	Verb	始まる, 出発する	1	1
start	TRUE	[stɑːrt]	A	Noun	はじめ, 出発	1	1
station	TRUE	[stéiʃən]	A	Noun	駅	1	1
stationery	FALSE	[stéiʃənèri]	A	Noun	文房具	109	109
stationery store	FALSE	[stéiʃənèri stɔ́ːr]	A	Noun	文房具店	132	132
stay	TRUE	[stei]	B	Verb	滞在する	1	1
stay	TRUE	[stei]	B	Verb	(場所に) いる, とどまる	1	1
steak	FALSE	[steik]	A	Noun	ステーキ	1	1
steal	FALSE	[stiːl]	B	Verb	盗む	79	79
stick	FALSE	[stik]	B	Verb	突き刺さる	1	1
stick ~ to ...	FALSE	—	—	—	〜を…に貼りつける	79	79
still	TRUE	[stil]	G	Adverb	まだ, 今でも	1	1
stole	FALSE	[stoul]	B	Verb	(steal の過去形)	103	103
stop	TRUE	[stɑp]	B	Verb	止める, 止まる	68	68
store	TRUE	[stɔər]	A	Noun	店	1	1
straight	FALSE	[streit]	G	Adverb	まっすぐに	116	116
strawberry	TRUE	[strɔ́ːbèri]	A	Noun	イチゴ	109	109
stream	FALSE	[striːm]	B	Verb	ストリーミング再生する, インターネット上で映像や音を受信しながら同時に再生する	1	1
street	TRUE	[striːt]	A	Noun	通り, 街路	1	1
strict	FALSE	[strikt]	K	Adjective	厳しい	1	1
strike	FALSE	[straik]	B	Verb	襲う	1	1
strong	TRUE	[strɔːŋ]	K	Adjective	強い, がんじょうな	1	1
student	TRUE	[stjúːdnt]	A	Noun	生徒, 学生	1	1
study	TRUE	[stʌ́di]	B	Verb	勉強する	1	1
study	TRUE	[stʌ́di]	A	Noun	勉強, 研究	76	76
style	TRUE	[stail]	A	Noun	型, やり方	1	1
subject	TRUE	[sʌ́bdʒikt]	A	Noun	科目	1	1
successful	FALSE	[səksésfl]	K	Adjective	成功した	23	23
successfully	FALSE	[səksésfəli]	G	Adverb	うまく	127	127
such	FALSE	[sʌtʃ]	K	Adjective	そのような	42	42
such as ~	FALSE	—	—	—	〜のような	42	42
sudden	FALSE	[sʌ́dn]	K	Adjective	突然の	1	1
suddenly	FALSE	[sʌ́dnli]	G	Adverb	突然に	1	1
sugar	TRUE	[ʃúgər]	A	Noun	砂糖	86	86
suit	FALSE	[suːt]	B	Verb	〜に似合う	1	1
sum	FALSE	[sʌm]	A	Noun	合計	1	1
summer	TRUE	[sʌ́mər]	A	Noun	夏	1	1
sun	TRUE	[sʌn]	A	Noun	太陽	1	1
Sunday	TRUE	[sʌ́ndei]	A	Noun	日曜日	105	105
sunflower	FALSE	[sʌ́nflàuər]	A	Noun	ヒマワリ	1	1
sung	FALSE	[sʌŋ]	B	Verb	(sing の過去分詞)	108	108
sunny	TRUE	[sʌ́ni]	K	Adjective	晴れた	1	1
Sunshine Airlines	FALSE	[sʌ́nʃàin ɛ́ərlàinz]	A	Noun	サンシャイン航空 (架空の航空会社名)	117	117
Sunshine Shopping Mall	FALSE	[sʌ́nʃàin ʃɑ́piŋ mɔ́ːl]	A	Noun	サンシャインショッピングモール (架空の複合商業施設名)	1	1
supermarket	TRUE	[súːpərmὰːrkit]	A	Noun	スーパーマーケット	1	1
support	TRUE	[səpɔ́ːrt]	B	Verb	支援する	1	1
suppose	FALSE	[səpóuz]	B	Verb	(きっと)〜だと思う	1	1
sure	TRUE	[ʃuər]	K	Adjective	確信して	1	1
sure	TRUE	[ʃuər]	G	Adverb	(返事で) もちろんです, いいですとも	1	1
surf	FALSE	[səːrf]	B	Verb	ネットサーフィンをする	1	1
surprise	FALSE	[sərpráiz]	A	Noun	驚き	102	102
surprise	FALSE	[sərpráiz]	B	Verb	驚かす	1	1
survive	FALSE	[sərváiv]	B	Verb	生き延びる	80	80
survivor	FALSE	[sərváivər]	A	Noun	生存者	93	93
sweater	TRUE	[swétər]	A	Noun	セーター	1	1
sweet	TRUE	[swiːt]	K	Adjective	甘い	1	1
sweet	TRUE	[swiːt]	G	Adverb	(味覚が) 甘い	1	1
swim	TRUE	[swim]	B	Verb	泳ぐ	27	27
swimming	TRUE	[swímiŋ]	A	Noun	水泳	1	1
swimming pool	FALSE	[swímiŋ pùːl]	A	Noun	水泳プール	1	1
Sydney	FALSE	[sídni]	A	Noun	シドニー (オーストラリアの都市)	1	1
table	TRUE	[téibl]	A	Noun	テーブル, 食卓	1	1
table tennis	FALSE	[téibl tènis]	A	Noun	卓球	61	61
tablet	FALSE	[tǽblət]	A	Noun	タブレット型コンピューター	66	66
take	TRUE	[teik]	B	Verb	(写真・メモなど) をとる	1	1
take	TRUE	[teik]	B	Verb	連れていく, 持っていく	1	1
take	TRUE	[teik]	B	Verb	(乗り物) に乗る	1	1
take	TRUE	[teik]	B	Verb	(時間) がかかる	1	1
take a walk	FALSE	—	—	—	散歩する	71	71
take a look	FALSE	—	—	—	見る	129	129
take a nap	FALSE	—	—	—	昼寝をする	111	111
take action	FALSE	—	—	—	行動を起こす	1	1
take care	FALSE	—	—	—	気をつける	12	12
take place	FALSE	—	—	—	行われる	23	23
taken	FALSE	[téikən]	B	Verb	(take の過去分詞)	108	108
talent	FALSE	[tǽlənt]	A	Noun	才能	1	1
talk	TRUE	[tɔːk]	B	Verb	話す	1	1
talkative	FALSE	[tɔ́ːkətiv]	K	Adjective	おしゃべりな	125	125
tall	TRUE	[tɔːl]	K	Adjective	背が高い	1	1
tambourine	FALSE	[tæ̀mbəríːn]	A	Noun	タンバリン	125	125
Tanzania	FALSE	[tæ̀nzəníːə]	A	Noun	タンザニア (アフリカにある国)	21	21
taste	TRUE	[teist]	A	Noun	味	31	31
taste	TRUE	[teist]	B	Verb	〜の味がする	1	1
taxi	TRUE	[tǽksi]	A	Noun	タクシー	1	1
tea	TRUE	[tiː]	A	Noun	茶, 紅茶	1	1
teach	TRUE	[tiːtʃ]	B	Verb	教える	24	24
teacher	TRUE	[tíːtʃər]	A	Noun	先生, 教師	1	1
team	TRUE	[tiːm]	A	Noun	チーム	1	1
teamwork	FALSE	[tíːmwə̀ːrk]	A	Noun	チームワーク	127	127
teeth	FALSE	[tiːθ]	A	Noun	(tooth の複数形)	1	1
tell	TRUE	[tel]	B	Verb	話す, 言う	105	105
temperature	FALSE	[témpərətʃər]	A	Noun	温度, 体温	1	1
temple	TRUE	[témpl]	A	Noun	寺	29	29
Tenryu River	FALSE	[ténrjuː rívər]	A	Noun	天竜川	1	1
tennis	TRUE	[ténis]	A	Noun	テニス	1	1
tense	FALSE	[tens]	K	Adjective	緊張した	129	129
tent	FALSE	[tent]	A	Noun	テント	1	1
tenth	FALSE	[tenθ]	K	Adjective	10番目の	1	1
term-end exam	FALSE	[tə́ːrm ènd igzǽm]	A	Noun	期末試験	130	130
terrible	FALSE	[térəbl]	K	Adjective	恐ろしい	1	1
Texas	FALSE	[téksəs]	A	Noun	テキサス (米国南部の州)	130	130
text	FALSE	[tekst]	A	Noun	本文	1	1
text	FALSE	[tekst]	B	Verb	(携帯電話で) メールを送る	12	12
than	TRUE	[ðæn]	D	Preposition	〜よりも	1	1
thank	TRUE	[θæŋk]	B	Verb	感謝する	1	1
Thank you.	FALSE	—	—	—	ありがとう。	1	1
Thanks for ~.	FALSE	—	—	—	〜をありがとう。	13	13
thank-you	FALSE	[θǽŋkjùː]	A	Noun	感謝	71	71
that	TRUE	[ðæt]	K	Adjective	あの, その	1	1
that	TRUE	[ðæt]	E	Pronoun	あれ, それ	1	1
that	TRUE	[ðæt]	H	Conjunction	〜ということ	20	20
that's	FALSE	[ðæts]	—	—	(that is の短縮形)	1	1
that's	FALSE	[ðæts]	—	—	(接続詞 that が省略されている人の間で何を示唆するか知っているときに使う)	1	1
the	TRUE	[ðiː, ðə]	K	Adjective	その	1	1
the	TRUE	[ðiː, ðə]	K	Adjective	(特定のものをさして)	1	1
the	TRUE	[ðiː, ðə]	K	Adjective	(固有名詞につける)	1	1
the	TRUE	[ðiː, ðə]	K	Adjective	(同名の人物・物・時) 〜という	1	1
the	TRUE	[ðiː, ðə]	G	Adverb	(比較級・最上級を強めて)	1	1
theater	FALSE	[θíːətər]	A	Noun	劇場, 映画館	1	1
their	TRUE	[ðɛər]	K	Adjective	彼ら[彼女ら, それら]の	1	1
theirs	FALSE	[ðɛərz]	E	Pronoun	彼ら[彼女ら, それら]のもの	1	1
them	TRUE	[ðem, ðəm]	E	Pronoun	彼ら[彼女ら, それら]を[に]	36	36
themselves	FALSE	[ðəmsélvz]	E	Pronoun	彼ら[彼女ら, それら]自身	1	1
then	TRUE	[ðen]	G	Adverb	それでは, それから	1	1
then	TRUE	[ðen]	G	Adverb	そのとき	1	1
there	TRUE	[ðɛər]	G	Adverb	そこに[で, へ]	1	1
There is [are] ~.	FALSE	—	—	—	〜がある[いる]	38	38
over there	FALSE	—	—	—	あそこに	1	1
therefore	FALSE	[ðέərfɔ̀ːr]	G	Adverb	それゆえに	47	47
these	TRUE	[ðiːz]	K	Adjective	これらの	1	1
these	TRUE	[ðiːz]	E	Pronoun	これら(のもの)	43	43
they	TRUE	[ðei]	E	Pronoun	彼ら[彼女ら, それら]は[が]	1	1
they're	FALSE	[ðɛər]	—	—	(they are の短縮形)	57	57
thick	FALSE	[θik]	K	Adjective	厚い	101	101
thin	FALSE	[θin]	K	Adjective	薄い, (線が) 細い, やせた	32	32
thing	TRUE	[θiŋ]	A	Noun	もの, こと	1	1
think	TRUE	[θiŋk]	B	Verb	〜と思う, 考える	30	30
third	FALSE	[θəːrd]	K	Adjective	3番目の	1	1
thirteen	FALSE	[θə̀ːrtíːn]	K	Adjective	13の	1	1
thirteenth	FALSE	[θə̀ːrtíːnθ]	K	Adjective	13番目の	1	1
thirty	FALSE	[θə́ːrti]	K	Adjective	30の	1	1
this	TRUE	[ðis]	K	Adjective	この	1	1
this	TRUE	[ðis]	E	Pronoun	これ	1	1
this	TRUE	[ðis]	G	Adverb	(時を表す語句の前で) 今〜, この〜	1	1
Thomas Edison	FALSE	[tάməs édisn]	A	Noun	トーマス・エジソン (アメリカの発明家)	8	8
those	TRUE	[ðouz]	K	Adjective	あれらの, それらの	1	1
those	TRUE	[ðouz]	E	Pronoun	あれら[それら](のもの・人々)	25	25
thought	FALSE	[θɔːt]	B	Verb	(think の過去形・過去分詞)	47	47
thousand	FALSE	[θáuzənd]	K	Adjective	1,000の	1	1
three	TRUE	[θriː]	K	Adjective	3の	1	1
through	FALSE	[θruː]	D	Preposition	〜を通り抜けて, 貫いて	47	47
Thursday	TRUE	[θə́ːrzdei]	A	Noun	木曜日	1	1
ticket	TRUE	[tíkit]	A	Noun	切符, チケット	98	98
tidy	FALSE	[táidi]	K	Adjective	きちんと片づいた, (人が) きれい好きな	73	73
tie	FALSE	[tai]	A	Noun	ネクタイ	1	1
tiger	FALSE	[táigər]	A	Noun	トラ	67	67
Tiger	FALSE	[táigər]	A	Noun	タイガース (プロ野球チーム名)	67	67
time	TRUE	[taim]	A	Noun	時, 時刻, 時間	1	1
time	TRUE	[taim]	A	Noun	〜回, 〜倍	1	1
at one time	FALSE	—	—	—	同時に	1	1
have a good time	FALSE	—	—	—	楽しい時を過ごす	155	155
on time	FALSE	—	—	—	時間どおりに	59	59
~ times a day	FALSE	—	—	—	1日に〜回	101	101
tiny	FALSE	[táini]	K	Adjective	ごく小さい, ちっちゃな	1	1
tip	FALSE	[tip]	A	Noun	ヒント, コツ	115	115
tired	FALSE	[táiərd]	K	Adjective	疲れた	1	1
be tired of ~	FALSE	—	—	—	〜にうんざりしている	1	1
to	TRUE	[tuː, tə]	D	Preposition	〜へ[に]	1	1
to	TRUE	[tuː, tə]	D	Preposition	〜にとって	1	1
today	TRUE	[tədéi]	G	Adverb	今日(は)	1	1
together	TRUE	[təgéðər]	G	Adverb	いっしょに	1	1
toilet	TRUE	[tɔ́ilit]	A	Noun	トイレ	70	70
Tokyo International Airport	FALSE	[tóukjou ìnṭərnǽʃənl ɛ́ərpɔ̀ːrt]	A	Noun	東京国際空港	117	117
told	FALSE	[tould]	B	Verb	(tell の過去形・過去分詞)	1	1
tomato	TRUE	[təméitou]	A	Noun	トマト	106	106
tomorrow	TRUE	[təmάrou]	G	Adverb	明日(は)	1	1
ton	FALSE	[tʌn]	A	Noun	トン (重さの単位)	1	1
tonight	TRUE	[tənáit]	G	Adverb	今夜(は)	1	1
too	TRUE	[tuː]	G	Adverb	〜もまた	1	1
too	TRUE	[tuː]	G	Adverb	〜すぎる	25	25
tool	FALSE	[tuːl]	A	Noun	道具	1	1
tooth	TRUE	[tuːθ]	A	Noun	歯	1	1
top	TRUE	[tɑp]	A	Noun	頂上, てっぺん	37	37
on top of ~	FALSE	—	—	—	〜に加えて	42	42
topping	FALSE	[tάpiŋ]	A	Noun	トッピング	1	1
torch	FALSE	[tɔərtʃ]	A	Noun	たいまつ	12	12
touch	FALSE	[tʌtʃ]	B	Verb	さわる	1	1
tough	FALSE	[tʌf]	K	Adjective	骨の折れる, 困難な	1	1
tour	TRUE	[tuər]	A	Noun	旅行, 見学, 観覧	1	1
tourist	TRUE	[túərist]	A	Noun	旅行者, 観光客	129	129
toward	FALSE	[tɔərd]	D	Preposition	〜の方へ, 〜に向かって	108	108
towel	TRUE	[táuəl]	A	Noun	タオル	1	1
tower	TRUE	[táuər]	A	Noun	塔, タワー	1	1
town	TRUE	[taun]	A	Noun	町	1	1
toy	TRUE	[tɔi]	A	Noun	おもちゃ	132	132
track	FALSE	[træk]	A	Noun	足跡	1	1
track and field	FALSE	[trǽk ənd fíːld]	A	Noun	陸上競技	1	1
tradition	FALSE	[trədíʃən]	A	Noun	伝統	1	1
traditional	FALSE	[trədíʃənl]	K	Adjective	伝統的な	1	1
traffic	TRUE	[trǽfik]	A	Noun	交通	1	1
train	TRUE	[trein]	A	Noun	列車, 電車	1	1
trampoline	FALSE	[træ̀mpəlíːn]	A	Noun	トランポリン	131	131
travel	TRUE	[trǽvl]	B	Verb	旅行する	1	1
treat	FALSE	[triːt]	B	Verb	扱う	56	56
tree	TRUE	[triː]	A	Noun	木	1	1
trip	TRUE	[trip]	A	Noun	旅行	1	1
go on a trip	FALSE	—	—	—	旅行へ行く	1	1
trombone	FALSE	[trɑmbóun]	A	Noun	トロンボーン	131	131
trouble	FALSE	[trʌ́bl]	A	Noun	困ったこと	55	55
trumpet	FALSE	[trʌ́mpit]	A	Noun	トランペット	1	1
try	TRUE	[trai]	B	Verb	試す, やってみる	1	1
try	TRUE	[trai]	B	Verb	〜しようと努力する	73	73
Give it a try.	FALSE	—	—	—	やってみる	73	73
T-shirt	FALSE	[tíːʃə̀ːrt]	A	Noun	Tシャツ	1	1
Tuesday	TRUE	[tjúːzdei]	A	Noun	火曜日	1	1
tulip	FALSE	[tjúːlip]	A	Noun	チューリップ	1	1
Turkey	FALSE	[tə́ːrki]	A	Noun	トルコ	92	92
turn	TRUE	[təːrn]	B	Verb	回る, 曲がる	1	1
turn	TRUE	[təːrn]	B	Verb	(ページを) めくる, 裏返す	52	52
turn down ~	FALSE	—	—	—	(ラジオなどの音量) を下げる	1	1
turn off ~	FALSE	—	—	—	〜(スイッチ) を消す, 止める	83	83
turtle	FALSE	[tə́ːrtl]	A	Noun	カメ	1	1
tutor	FALSE	[tjúːtər]	B	Verb	個人指導をする	1	1
TV	TRUE	[tìːvíː]	A	Noun	テレビ	1	1
twelfth	FALSE	[twelfθ]	K	Adjective	12番目の	1	1
twelve	TRUE	[twelv]	K	Adjective	12の	1	1
twentieth	FALSE	[twéntiiθ]	K	Adjective	20番目の	1	1
twenty	TRUE	[twénti]	K	Adjective	20の	1	1
twenty-four seven	FALSE	[twéntifɔ́ːr sévn]	G	Adverb	年中無休で	64	64
two	TRUE	[tuː]	K	Adjective	2の	1	1
typhoon	FALSE	[taifúːn]	A	Noun	台風	93	93
uh-huh	FALSE	[ʌ̀hʌ́]	C	Interjection	うん, はい	1	1
uh-oh	FALSE	[ʌ́ou]	C	Interjection	おっと, うわっ (よくないことなどが起こったときに発する声)	52	52
umbrella	TRUE	[ʌmbrélə]	A	Noun	傘	1	1
uncle	TRUE	[ʌ́ŋkl]	A	Noun	おじ	1	1
un-	FALSE	[ʌn]	—	—	(形容詞などにつけて) 〜でない	1	1
under	TRUE	[ʌ́ndər]	D	Preposition	〜の下に[で]	1	1
under water	FALSE	—	—	—	水中で	18	18
understand	TRUE	[ʌ̀ndərstǽnd]	B	Verb	理解する, わかる	1	1
uneasy	FALSE	[ʌníːzi]	K	Adjective	不安な	130	130
uniform	TRUE	[júːnəfɔ̀ːrm]	A	Noun	制服, ユニフォーム	1	1
unique	FALSE	[juːníːk]	K	Adjective	独特な, ユニークな	1	1
university	TRUE	[jùːnəvə́ːrsəti]	A	Noun	大学	1	1
unkind	FALSE	[ʌ̀nkáind]	K	Adjective	不親切な	24	24
unknown	FALSE	[ʌ̀nnóun]	K	Adjective	未知の	1	1
until	FALSE	[əntíl]	D	Preposition	〜まで(ずっと)	1	1
up	TRUE	[ʌp]	G	Adverb	上へ[に]	1	1
upstairs	FALSE	[ʌ̀pstέərz]	G	Adverb	階上へ	130	130
U.S. [U.S.A.]	FALSE	[júːés(éi)]	A	Noun	アメリカ合衆国	1	1
use	TRUE	[juːz]	B	Verb	使う	1	1
use	TRUE	[juːz]	A	Noun	使うこと, 利用	71	71
used	FALSE	[juːst]	K	Adjective	中古の	77	77
useful	TRUE	[júːsfl]	K	Adjective	役に立つ	1	1
usually	TRUE	[júːʒuəli]	G	Adverb	ふつうは	1	1
vacation	TRUE	[veikéiʃən]	A	Noun	休暇	1	1
Vancouver	FALSE	[vænkúːvər]	A	Noun	バンクーバー (カナダの都市)	29	29
vegetable	TRUE	[védʒtəbl]	A	Noun	野菜	1	1
vegetable shop	FALSE	[védʒtəbl ʃɑ̀p]	A	Noun	八百屋	132	132
very	TRUE	[véri]	G	Adverb	とても, 非常に	1	1
video	TRUE	[vídiòu]	A	Noun	ビデオ, 映像	112	112
video game	FALSE	[vídiou gèim]	A	Noun	テレビゲーム	1	1
view	FALSE	[vjuː]	A	Noun	眺め, 景色	1	1
village	TRUE	[vílidʒ]	A	Noun	村	93	93
violin	TRUE	[vàiəlín]	A	Noun	バイオリン	1	1
visit	TRUE	[vízit]	B	Verb	訪問する, 訪れる	1	1
visit	TRUE	[vízit]	A	Noun	訪問	127	127
volleyball	TRUE	[vάlibɔ̀ːl]	A	Noun	バレーボール	1	1
volume	FALSE	[vάljuːm]	A	Noun	音量	1	1
volunteer	FALSE	[vὰlən tíər]	A	Noun	ボランティア	52	52
volunteer work	FALSE	[vὰləntíər wə́ːrk]	A	Noun	ボランティア活動	1	1
wait	TRUE	[weit]	B	Verb	待つ	32	32
waiting room	FALSE	[wéitiŋ rùːm]	A	Noun	待合室	1	1
walk	TRUE	[wɔːk]	B	Verb	歩く	1	1
walk	TRUE	[wɔːk]	A	Noun	散歩	70	70
go for a walk	FALSE	—	—	—	散歩する	1	1
take a walk	FALSE	—	—	—	散歩する	1	1
wall	TRUE	[wɔːl]	A	Noun	壁	1	1
wallet	FALSE	[wɔ́lit]	A	Noun	財布	1	1
want	TRUE	[wɑnt]	B	Verb	〜がほしい, 〜したい	1	1
want to ~	FALSE	—	—	—	〜したい	1	1
war	FALSE	[wɔər]	A	Noun	戦争	92	92
warm	TRUE	[wɔərm]	K	Adjective	暖かい	1	1
warm	TRUE	[wɔərm]	B	Verb	〜を温める	101	101
warmhearted	FALSE	[wɔ́ːrmhὰːrtid]	K	Adjective	心の温かい	1	1
was	FALSE	[wʌz, wəz]	B	Verb	(am, is の過去形)	1	1
wasn't	FALSE	[wʌ́znt]	—	—	(was not の短縮形)	1	1
wash	TRUE	[wɑʃ]	B	Verb	洗う	1	1
watch	TRUE	[wɑtʃ]	B	Verb	(注意して) 見る	1	1
watch	TRUE	[wɑtʃ]	A	Noun	腕時計	1	1
water	TRUE	[wɔ́ːtər]	A	Noun	水	1	1
water	TRUE	[wɔ́ːtər]	B	Verb	(植物などに) 水をやる	108	108
water bottle	FALSE	[wɔ́ːtər bὰtl]	A	Noun	水筒	132	132
waterfall	FALSE	[wɔ́ːtərfɔ̀ːl]	A	Noun	滝	1	1
watermelon	FALSE	[wɔ́ːtərmèlən]	A	Noun	スイカ	50	50
wave	TRUE	[weiv]	B	Verb	(手など) を振る	1	1
way	TRUE	[wei]	A	Noun	道, 方法	1	1
by the way	FALSE	—	—	—	ところで	11	11
No way!	FALSE	—	—	—	まさか。とんでもない。	61	61
on the way (back) to ~	FALSE	—	—	—	〜へ行く[帰る]途中で	1	1
we	TRUE	[wiː]	E	Pronoun	私たちは[が]	1	1
we'll	FALSE	[wiːl]	—	—	(we will の短縮形)	29	29
wear	TRUE	[wɛər]	B	Verb	身につけている, 着る	1	1
weather	TRUE	[wéðər]	A	Noun	天気	115	115
website	FALSE	[wébsàit]	A	Noun	ウェブサイト	1	1
Wednesday	TRUE	[wénzdei]	A	Noun	水曜日	1	1
week	TRUE	[wiːk]	A	Noun	週, 1週間	1	1
weekend	TRUE	[wíːkènd]	A	Noun	週末	1	1
welcome	TRUE	[wélkəm]	C	Interjection	ようこそ, いらっしゃい	1	1
Welcome to ~.	FALSE	—	—	—	〜へようこそ	1	1
You're welcome.	FALSE	—	—	—	どういたしまして	1	1
well	TRUE	[wel]	G	Adverb	上手に, うまく	1	1
well	TRUE	[wel]	K	Adjective	健康で, 元気で	112	112
get well	FALSE	—	—	—	健康になる, 体調がよくなる	112	112
well	TRUE	[wel]	C	Interjection	ええと, まあ	1	1
went	FALSE	[went]	B	Verb	(go の過去形)	61	61
were	FALSE	[wəːr]	B	Verb	(are の過去形)	1	1
weren't	FALSE	[wəːrnt]	—	—	(were not の短縮形)	1	1
west	TRUE	[west]	A	Noun	西	79	79
whale	FALSE	[hweil]	A	Noun	クジラ	1	1
what	TRUE	[hwɑt, hwət]	E	Pronoun	何	1	1
what	TRUE	[hwɑt, hwət]	K	Adjective	何の, どんな	1	1
What's up?	FALSE	—	—	—	どうしたの。	56	56
what's	FALSE	[hwɑts, hwəts]	—	—	(what is の短縮形)	1	1
wheelchair	FALSE	[hwíːltʃέər]	A	Noun	車いす	1	1
when	TRUE	[hwen]	G	Adverb	いつ	1	1
